price
134.2100067
144.5399933
139
116.9899979
105.2099991
97.75
112.5
115.9100037
112.3000031
111.5
113.5660019
112.6699982
117.1999969
115.2429962
115
117.9800034
111.5
114.2200012
118.7600021
123.0149994
123.4980011
121.9899979
122
122.8799973
123.8889999
126.6999969
133.1999969
131.9799957
133.4799957
129.7449951
129
132.3000031
128.798996
129
129.3000031
122.2919998
122.2220001
121.4199982
121.6500015
118
111.5
108.3000031
100
106.3499985
108.9000015
108.1500015
104
99.97889709
99.98809814
99.51000214
101.6999969
107.4000015
108.25
110.1500015
109.5
108.3000031
107.5999985
102.7369995
103.9499969
104
101.4369965
94.64920044
94.9940033
96.61399841
88.05000305
90.13400269
77.52999878
80.52580261
68.43099976
70.27729797
74.56109619
76.51599884
76.69400024
86.76000214
88.98000336
93.59490204
98.1339035
94.69129944
98.40019989
97.45079803
98.5
90.58000183
92.16999817
89.39009857
90.75730133
91.61000061
95.5585022
94.51000214
96.90000153
96.02020264
94.11599731
99.7559967
101.1999969
107.9899979
106.0899963
104
104.5009995
104.0049973
105.1439972
106.2200012
106.75
106.75
103
102.8000031
103
105
106.6360016
109
112.5619965
109.9899979
108.9940033
113.5
113.5
119
121.2050018
123.3000031
121.1500015
118.5009995
120.0449982
122.1110001
120.0559998
126.5
122.6200027
122.3899994
133.4900055
135.3500061
138.3399963
135.8500061
136.7700043
126.7399979
126.4300003
119.1500015
124.1500015
121.6600037
127.1100006
125.9100037
135.25
133.1300049
134.9799957
129.2200012
130.3699951
131.7200012
131.6600037
131.4700012
129.6499939
127.0400009
127.4300003
129.1199951
125.9499969
127.25
128.2200012
128.3800049
133.7799988
134.7799988
137.3399963
133
132.1799927
114.1299973
123.6299973
129.0099945
128.5500031
129
126.9400024
126
130.6900024
130.5899963
130.8999939
135.1900024
138.1300049
140.5200043
145.2400055
142.5500031
146.25
155.9600067
172.4199982
174.6100006
182.2100067
193.7599945
213.6199951
198.2299957
186.6900024
177.3200073
196.4400024
198.5500031
204.3899994
199.9700012
204
206.1799927
206.2200012
215.0500031
229.1000061
245.2400055
262.5
296.4100037
338.1099854
339.1099854
326.6199951
342.4400024
360.3299866
407.3699951
420.2000122
417.9500122
440.2200012
492.1099854
703.5599976
584.6099854
590.8300171
722.4299927
771.4400024
797.8200073
774.25
799.1099854
928.0999756
1001.960022
1031.949951
1131.969971
1129.430054
955.8499756
1043.329956
1078.280029
1151.170044
1045.109985
829.4500122
698.2299805
